Palavra,Artista,Quantidade_y,Quantidade_total,Gênero,Década de nascimento,UF de nascimento,Nome
will,os-travessos,26,833,Group,,,Os Travessos
voice,os-travessos,9,1099,Group,,,Os Travessos
Water,os-travessos,1,1388,Group,,,Os Travessos
to hug,paulinho-da-viola,5,742,Man,1940-1949,RJ,Paulinho da Viola
Open,paulinho-da-viola,16,912,Man,1940-1949,RJ,Paulinho da Viola
to finish,paulinho-da-viola,16,1832,Man,1940-1949,RJ,Paulinho da Viola
find,paulinho-da-viola,15,1151,Man,1940-1949,RJ,Paulinho da Viola
happen,paulinho-da-viola,15,929,Man,1940-1949,RJ,Paulinho da Viola
wake up,paulinho-da-viola,2,698,Man,1940-1949,RJ,Paulinho da Viola
to believe,paulinho-da-viola,8,756,Man,1940-1949,RJ,Paulinho da Viola
bye,paulinho-da-viola,10,801,Man,1940-1949,RJ,Paulinho da Viola
now,paulinho-da-viola,18,2881,Man,1940-1949,RJ,Paulinho da Viola
happiness,paulinho-da-viola,20,1494,Man,1940-1949,RJ,Paulinho da Viola
any,paulinho-da-viola,9,538,Man,1940-1949,RJ,Paulinho da Viola
almo,paulinho-da-viola,1,613,Man,1940-1949,RJ,Paulinho da Viola
high,paulinho-da-viola,3,649,Man,1940-1949,RJ,Paulinho da Viola
in addition,paulinho-da-viola,4,940,Man,1940-1949,RJ,Paulinho da Viola
tomorrow,paulinho-da-viola,8,1094,Man,1940-1949,RJ,Paulinho da Viola
love,paulinho-da-viola,87,9816,Man,1940-1949,RJ,Paulinho da Viola
cozying,paulinho-da-viola,8,701,Man,1940-1949,RJ,Paulinho da Viola
friend,paulinho-da-viola,3,635,Man,1940-1949,RJ,Paulinho da Viola
love,paulinho-da-viola,279,31458,Man,1940-1949,RJ,Paulinho da Viola
walk,paulinho-da-viola,28,1990,Man,1940-1949,RJ,Paulinho da Viola
year,paulinho-da-viola,6,667,Man,1940-1949,RJ,Paulinho da Viola
love,paulinho-da-viola,5,714,Man,1940-1949,RJ,Paulinho da Viola
only,paulinho-da-viola,12,538,Man,1940-1949,RJ,Paulinho da Viola
learn,paulinho-da-viola,8,704,Man,1940-1949,RJ,Paulinho da Viola
air,paulinho-da-viola,4,778,Man,1940-1949,RJ,Paulinho da Viola
blue,paulinho-da-viola,3,668,Man,1940-1949,RJ,Paulinho da Viola
bahia,paulinho-da-viola,4,658,Man,1940-1949,RJ,Paulinho da Viola
to swing,paulinho-da-viola,2,668,Man,1940-1949,RJ,Paulinho da Viola
to knock,paulinho-da-viola,15,1694,Man,1940-1949,RJ,Paulinho da Viola
batucar,paulinho-da-viola,4,526,Man,1940-1949,RJ,Paulinho da Viola
drink,paulinho-da-viola,12,983,Man,1940-1949,RJ,Paulinho da Viola
kiss,paulinho-da-viola,11,1982,Man,1940-1949,RJ,Paulinho da Viola
beauty,paulinho-da-viola,2,765,Man,1940-1949,RJ,Paulinho da Viola
beautiful,paulinho-da-viola,7,561,Man,1940-1949,RJ,Paulinho da Viola
mouth,paulinho-da-viola,8,1198,Man,1940-1949,RJ,Paulinho da Viola
trundle,paulinho-da-viola,1,545,Man,1940-1949,RJ,Paulinho da Viola
Good,paulinho-da-viola,11,3691,Man,1940-1949,RJ,Paulinho da Viola
beautiful,paulinho-da-viola,4,1166,Man,1940-1949,RJ,Paulinho da Viola
White,paulinho-da-viola,4,706,Man,1940-1949,RJ,Paulinho da Viola
Brazil,paulinho-da-viola,3,1094,Man,1940-1949,RJ,Paulinho da Viola
Brazilian,paulinho-da-viola,2,549,Man,1940-1949,RJ,Paulinho da Viola
arm,paulinho-da-viola,8,799,Man,1940-1949,RJ,Paulinho da Viola
fight,paulinho-da-viola,3,610,Man,1940-1949,RJ,Paulinho da Viola
shine,paulinho-da-viola,2,921,Man,1940-1949,RJ,Paulinho da Viola
to play,paulinho-da-viola,3,742,Man,1940-1949,RJ,Paulinho da Viola
search,paulinho-da-viola,7,674,Man,1940-1949,RJ,Paulinho da Viola
head,paulinho-da-viola,7,760,Man,1940-1949,RJ,Paulinho da Viola
to fall,paulinho-da-viola,10,1544,Man,1940-1949,RJ,Paulinho da Viola
silence,paulinho-da-viola,4,549,Man,1940-1949,RJ,Paulinho da Viola
walk,paulinho-da-viola,6,1179,Man,1940-1949,RJ,Paulinho da Viola
weary,paulinho-da-viola,7,880,Man,1940-1949,RJ,Paulinho da Viola
sing,paulinho-da-viola,52,8891,Man,1940-1949,RJ,Paulinho da Viola
song,paulinho-da-viola,4,1030,Man,1940-1949,RJ,Paulinho da Viola
Carnival,paulinho-da-viola,15,816,Man,1940-1949,RJ,Paulinho da Viola
expensive,paulinho-da-viola,17,2089,Man,1940-1949,RJ,Paulinho da Viola
to marry,paulinho-da-viola,18,2147,Man,1940-1949,RJ,Paulinho da Viola
certain,paulinho-da-viola,3,522,Man,1940-1949,RJ,Paulinho da Viola
right,paulinho-da-viola,8,571,Man,1940-1949,RJ,Paulinho da Viola
Call,paulinho-da-viola,25,1650,Man,1940-1949,RJ,Paulinho da Viola
to arrive,paulinho-da-viola,25,4489,Man,1940-1949,RJ,Paulinho da Viola
full,paulinho-da-viola,3,743,Man,1940-1949,RJ,Paulinho da Viola
cry,paulinho-da-viola,49,4386,Man,1940-1949,RJ,Paulinho da Viola
rain,paulinho-da-viola,1,635,Man,1940-1949,RJ,Paulinho da Viola
floor,paulinho-da-viola,12,1037,Man,1940-1949,RJ,Paulinho da Viola
City,paulinho-da-viola,10,1002,Man,1940-1949,RJ,Paulinho da Viola
top,paulinho-da-viola,2,979,Man,1940-1949,RJ,Paulinho da Viola
thing,paulinho-da-viola,18,2410,Man,1940-1949,RJ,Paulinho da Viola
eat,paulinho-da-viola,34,4536,Man,1940-1949,RJ,Paulinho da Viola
with me,paulinho-da-viola,9,1583,Man,1940-1949,RJ,Paulinho da Viola
how,paulinho-da-viola,50,3838,Man,1940-1949,RJ,Paulinho da Viola
purchase,paulinho-da-viola,2,536,Man,1940-1949,RJ,Paulinho da Viola
to meet,paulinho-da-viola,15,878,Man,1940-1949,RJ,Paulinho da Viola
get,paulinho-da-viola,8,767,Man,1940-1949,RJ,Paulinho da Viola
tell,paulinho-da-viola,12,1269,Man,1940-1949,RJ,Paulinho da Viola
color,paulinho-da-viola,2,821,Man,1940-1949,RJ,Paulinho da Viola
heart,paulinho-da-viola,95,6266,Man,1940-1949,RJ,Paulinho da Viola
body,paulinho-da-viola,11,1523,Man,1940-1949,RJ,Paulinho da Viola
run,paulinho-da-viola,18,1081,Man,1940-1949,RJ,Paulinho da Viola
kid,paulinho-da-viola,5,708,Man,1940-1949,RJ,Paulinho da Viola
take care,paulinho-da-viola,5,514,Man,1940-1949,RJ,Paulinho da Viola
sky,paulinho-da-viola,8,2061,Man,1940-1949,RJ,Paulinho da Viola
to dance,paulinho-da-viola,8,1429,Man,1940-1949,RJ,Paulinho da Viola
inside,paulinho-da-viola,12,1212,Man,1940-1949,RJ,Paulinho da Viola
later,paulinho-da-viola,24,1839,Man,1940-1949,RJ,Paulinho da Viola
since,paulinho-da-viola,2,562,Man,1940-1949,RJ,Paulinho da Viola
Wish,paulinho-da-viola,13,1051,Man,1940-1949,RJ,Paulinho da Viola
undo,paulinho-da-viola,14,554,Man,1940-1949,RJ,Paulinho da Viola
earmark,paulinho-da-viola,15,562,Man,1940-1949,RJ,Paulinho da Viola
God,paulinho-da-viola,9,3257,Man,1940-1949,RJ,Paulinho da Viola
duty,paulinho-da-viola,11,955,Man,1940-1949,RJ,Paulinho da Viola
day,paulinho-da-viola,44,4842,Man,1940-1949,RJ,Paulinho da Viola
cash,paulinho-da-viola,13,680,Man,1940-1949,RJ,Paulinho da Viola
to say,paulinho-da-viola,86,8012,Man,1940-1949,RJ,Paulinho da Viola
candy,paulinho-da-viola,3,690,Man,1940-1949,RJ,Paulinho da Viola
hurt,paulinho-da-viola,5,639,Man,1940-1949,RJ,Paulinho da Viola
owner,paulinho-da-viola,10,564,Man,1940-1949,RJ,Paulinho da Viola
ache,paulinho-da-viola,30,2290,Man,1940-1949,RJ,Paulinho da Viola
to sleep,paulinho-da-viola,10,868,Man,1940-1949,RJ,Paulinho da Viola
although,paulinho-da-viola,10,1492,Man,1940-1949,RJ,Paulinho da Viola
emotion,paulinho-da-viola,4,671,Man,1940-1949,RJ,Paulinho da Viola
delight,paulinho-da-viola,3,514,Man,1940-1949,RJ,Paulinho da Viola
meet,paulinho-da-viola,16,2135,Man,1940-1949,RJ,Paulinho da Viola
understand,paulinho-da-viola,2,970,Man,1940-1949,RJ,Paulinho da Viola
get in,paulinho-da-viola,19,1652,Man,1940-1949,RJ,Paulinho da Viola
deliver,paulinho-da-viola,3,774,Man,1940-1949,RJ,Paulinho da Viola
err,paulinho-da-viola,9,872,Man,1940-1949,RJ,Paulinho da Viola
to hopes,paulinho-da-viola,17,622,Man,1940-1949,RJ,Paulinho da Viola
wait,paulinho-da-viola,17,1753,Man,1940-1949,RJ,Paulinho da Viola
forget,paulinho-da-viola,26,2291,Man,1940-1949,RJ,Paulinho da Viola
exist,paulinho-da-viola,6,1025,Man,1940-1949,RJ,Paulinho da Viola
speak,paulinho-da-viola,27,2676,Man,1940-1949,RJ,Paulinho da Viola
fail,paulinho-da-viola,10,940,Man,1940-1949,RJ,Paulinho da Viola
miss,paulinho-da-viola,7,925,Man,1940-1949,RJ,Paulinho da Viola
favor,paulinho-da-viola,7,665,Man,1940-1949,RJ,Paulinho da Viola
happiness,paulinho-da-viola,23,1110,Man,1940-1949,RJ,Paulinho da Viola
happy,paulinho-da-viola,16,2585,Man,1940-1949,RJ,Paulinho da Viola
party,paulinho-da-viola,2,808,Man,1940-1949,RJ,Paulinho da Viola
end,paulinho-da-viola,13,1834,Man,1940-1949,RJ,Paulinho da Viola
flower,paulinho-da-viola,17,1265,Man,1940-1949,RJ,Paulinho da Viola
fire,paulinho-da-viola,7,724,Man,1940-1949,RJ,Paulinho da Viola
strong,paulinho-da-viola,1,723,Man,1940-1949,RJ,Paulinho da Viola
to force,paulinho-da-viola,1,658,Man,1940-1949,RJ,Paulinho da Viola
front,paulinho-da-viola,1,637,Man,1940-1949,RJ,Paulinho da Viola
to run away,paulinho-da-viola,6,584,Man,1940-1949,RJ,Paulinho da Viola
to merge,paulinho-da-viola,3,635,Man,1940-1949,RJ,Paulinho da Viola
faith,paulinho-da-viola,3,861,Man,1940-1949,RJ,Paulinho da Viola
to win,paulinho-da-viola,1,720,Man,1940-1949,RJ,Paulinho da Viola
people,paulinho-da-viola,46,5724,Man,1940-1949,RJ,Paulinho da Viola
like,paulinho-da-viola,12,2259,Man,1940-1949,RJ,Paulinho da Viola
big,paulinho-da-viola,14,1626,Man,1940-1949,RJ,Paulinho da Viola
shout out,paulinho-da-viola,2,642,Man,1940-1949,RJ,Paulinho da Viola
save,paulinho-da-viola,14,807,Man,1940-1949,RJ,Paulinho da Viola
story,paulinho-da-viola,7,728,Man,1940-1949,RJ,Paulinho da Viola
today,paulinho-da-viola,34,2878,Man,1940-1949,RJ,Paulinho da Viola
men,paulinho-da-viola,8,1384,Man,1940-1949,RJ,Paulinho da Viola
hour,paulinho-da-viola,17,2096,Man,1940-1949,RJ,Paulinho da Viola
equal,paulinho-da-viola,5,658,Man,1940-1949,RJ,Paulinho da Viola
illusion,paulinho-da-viola,30,847,Man,1940-1949,RJ,Paulinho da Viola
acquaint,paulinho-da-viola,3,1032,Man,1940-1949,RJ,Paulinho da Viola
brother,paulinho-da-viola,4,590,Man,1940-1949,RJ,Paulinho da Viola
never,paulinho-da-viola,10,638,Man,1940-1949,RJ,Paulinho da Viola
way,paulinho-da-viola,18,1733,Man,1940-1949,RJ,Paulinho da Viola
to play,paulinho-da-viola,22,1562,Man,1940-1949,RJ,Paulinho da Viola
get together,paulinho-da-viola,2,544,Man,1940-1949,RJ,Paulinho da Viola
together,paulinho-da-viola,4,755,Man,1940-1949,RJ,Paulinho da Viola
to swear,paulinho-da-viola,4,789,Man,1940-1949,RJ,Paulinho da Viola
side,paulinho-da-viola,12,1321,Man,1940-1949,RJ,Paulinho da Viola
ilk,paulinho-da-viola,1,590,Man,1940-1949,RJ,Paulinho da Viola
to remember,paulinho-da-viola,20,1250,Man,1940-1949,RJ,Paulinho da Viola
to read,paulinho-da-viola,2,934,Man,1940-1949,RJ,Paulinho da Viola
take along,paulinho-da-viola,36,2918,Man,1940-1949,RJ,Paulinho da Viola
beautiful,paulinho-da-viola,2,843,Man,1940-1949,RJ,Paulinho da Viola
pretty,paulinho-da-viola,3,954,Man,1940-1949,RJ,Paulinho da Viola
far,paulinho-da-viola,7,852,Man,1940-1949,RJ,Paulinho da Viola
Crazy,paulinho-da-viola,3,1032,Man,1940-1949,RJ,Paulinho da Viola
moon,paulinho-da-viola,7,1323,Man,1940-1949,RJ,Paulinho da Viola
place,paulinho-da-viola,8,1602,Man,1940-1949,RJ,Paulinho da Viola
to fight,paulinho-da-viola,5,636,Man,1940-1949,RJ,Paulinho da Viola
sparkle,paulinho-da-viola,13,1704,Man,1940-1949,RJ,Paulinho da Viola
madrugar,paulinho-da-viola,6,674,Man,1940-1949,RJ,Paulinho da Viola
larger,paulinho-da-viola,8,628,Man,1940-1949,RJ,Paulinho da Viola
bad,paulinho-da-viola,13,1934,Man,1940-1949,RJ,Paulinho da Viola
rascal,paulinho-da-viola,2,604,Man,1940-1949,RJ,Paulinho da Viola
to send,paulinho-da-viola,8,1580,Man,1940-1949,RJ,Paulinho da Viola
hose,paulinho-da-viola,11,520,Man,1940-1949,RJ,Paulinho da Viola
morning,paulinho-da-viola,6,794,Man,1940-1949,RJ,Paulinho da Viola
sea,paulinho-da-viola,45,2991,Man,1940-1949,RJ,Paulinho da Viola
Mary,paulinho-da-viola,13,1022,Man,1940-1949,RJ,Paulinho da Viola
to kill,paulinho-da-viola,14,1245,Man,1940-1949,RJ,Paulinho da Viola
fear,paulinho-da-viola,6,979,Man,1940-1949,RJ,Paulinho da Viola
best,paulinho-da-viola,10,1360,Man,1940-1949,RJ,Paulinho da Viola
boy,paulinho-da-viola,6,1627,Man,1940-1949,RJ,Paulinho da Viola
to lie,paulinho-da-viola,18,855,Man,1940-1949,RJ,Paulinho da Viola
to deserve,paulinho-da-viola,6,621,Man,1940-1949,RJ,Paulinho da Viola
same,paulinho-da-viola,23,2388,Man,1940-1949,RJ,Paulinho da Viola
to mix,paulinho-da-viola,3,533,Man,1940-1949,RJ,Paulinho da Viola
thousand,paulinho-da-viola,2,621,Man,1940-1949,RJ,Paulinho da Viola
time,paulinho-da-viola,15,820,Man,1940-1949,RJ,Paulinho da Viola
to live,paulinho-da-viola,7,1152,Man,1940-1949,RJ,Paulinho da Viola
dark skinned,paulinho-da-viola,5,931,Man,1940-1949,RJ,Paulinho da Viola
to die,paulinho-da-viola,30,2666,Man,1940-1949,RJ,Paulinho da Viola
Show,paulinho-da-viola,7,717,Man,1940-1949,RJ,Paulinho da Viola
boy,paulinho-da-viola,3,716,Man,1940-1949,RJ,Paulinho da Viola
change,paulinho-da-viola,8,1098,Man,1940-1949,RJ,Paulinho da Viola
woman,paulinho-da-viola,30,2994,Man,1940-1949,RJ,Paulinho da Viola
world,paulinho-da-viola,26,3522,Man,1940-1949,RJ,Paulinho da Viola
hand,paulinho-da-viola,21,2300,Man,1940-1949,RJ,Paulinho da Viola
born,paulinho-da-viola,8,1401,Man,1940-1949,RJ,Paulinho da Viola
deny,paulinho-da-viola,19,1206,Man,1940-1949,RJ,Paulinho da Viola
black,paulinho-da-viola,4,671,Man,1940-1949,RJ,Paulinho da Viola
nobody,paulinho-da-viola,35,3085,Man,1940-1949,RJ,Paulinho da Viola
night,paulinho-da-viola,24,2864,Man,1940-1949,RJ,Paulinho da Viola
Name,paulinho-da-viola,11,928,Man,1940-1949,RJ,Paulinho da Viola
new,paulinho-da-viola,20,1685,Man,1940-1949,RJ,Paulinho da Viola
Never,paulinho-da-viola,25,2565,Man,1940-1949,RJ,Paulinho da Viola
to look,paulinho-da-viola,16,4919,Man,1940-1949,RJ,Paulinho da Viola
eye,paulinho-da-viola,21,1668,Man,1940-1949,RJ,Paulinho da Viola
wave,paulinho-da-viola,6,683,Man,1940-1949,RJ,Paulinho da Viola
other,paulinho-da-viola,31,2805,Man,1940-1949,RJ,Paulinho da Viola
listen,paulinho-da-viola,12,1639,Man,1940-1949,RJ,Paulinho da Viola
pay,paulinho-da-viola,7,832,Man,1940-1949,RJ,Paulinho da Viola
pagoda,paulinho-da-viola,5,658,Man,1940-1949,RJ,Paulinho da Viola
dad,paulinho-da-viola,7,835,Man,1940-1949,RJ,Paulinho da Viola
passion,paulinho-da-viola,22,1591,Man,1940-1949,RJ,Paulinho da Viola
word,paulinho-da-viola,13,583,Man,1940-1949,RJ,Paulinho da Viola
stop,paulinho-da-viola,8,1510,Man,1940-1949,RJ,Paulinho da Viola
seem,paulinho-da-viola,8,793,Man,1940-1949,RJ,Paulinho da Viola
leave,paulinho-da-viola,16,1209,Man,1940-1949,RJ,Paulinho da Viola
to spend,paulinho-da-viola,55,4368,Man,1940-1949,RJ,Paulinho da Viola
peace,paulinho-da-viola,9,1855,Man,1940-1949,RJ,Paulinho da Viola
ask,paulinho-da-viola,24,2118,Man,1940-1949,RJ,Paulinho da Viola
take,paulinho-da-viola,8,1843,Man,1940-1949,RJ,Paulinho da Viola
suborn,paulinho-da-viola,26,1462,Man,1940-1949,RJ,Paulinho da Viola
fur,paulinho-da-viola,10,598,Man,1940-1949,RJ,Paulinho da Viola
sorrow,paulinho-da-viola,11,1260,Man,1940-1949,RJ,Paulinho da Viola
think,paulinho-da-viola,19,2418,Man,1940-1949,RJ,Paulinho da Viola
lose,paulinho-da-viola,26,2443,Man,1940-1949,RJ,Paulinho da Viola
to forgive,paulinho-da-viola,16,606,Man,1940-1949,RJ,Paulinho da Viola
forgiveness,paulinho-da-viola,9,586,Man,1940-1949,RJ,Paulinho da Viola
to ask,paulinho-da-viola,7,563,Man,1940-1949,RJ,Paulinho da Viola
near,paulinho-da-viola,1,647,Man,1940-1949,RJ,Paulinho da Viola
to plant,paulinho-da-viola,9,762,Man,1940-1949,RJ,Paulinho da Viola
poor,paulinho-da-viola,5,635,Man,1940-1949,RJ,Paulinho da Viola
power,paulinho-da-viola,84,7634,Man,1940-1949,RJ,Paulinho da Viola
bear,paulinho-da-viola,6,690,Man,1940-1949,RJ,Paulinho da Viola
portela,paulinho-da-viola,40,616,Man,1940-1949,RJ,Paulinho da Viola
little,paulinho-da-viola,13,1124,Man,1940-1949,RJ,Paulinho da Viola
people,paulinho-da-viola,4,1256,Man,1940-1949,RJ,Paulinho da Viola
pleasure,paulinho-da-viola,10,1042,Man,1940-1949,RJ,Paulinho da Viola
need,paulinho-da-viola,19,2443,Man,1940-1949,RJ,Paulinho da Viola
black,paulinho-da-viola,4,740,Man,1940-1949,RJ,Paulinho da Viola
first,paulinho-da-viola,8,882,Man,1940-1949,RJ,Paulinho da Viola
Search for,paulinho-da-viola,32,2198,Man,1940-1949,RJ,Paulinho da Viola
to test,paulinho-da-viola,5,581,Man,1940-1949,RJ,Paulinho da Viola
foot,paulinho-da-viola,6,1424,Man,1940-1949,RJ,Paulinho da Viola
which,paulinho-da-viola,5,654,Man,1940-1949,RJ,Paulinho da Viola
quantum,paulinho-da-viola,3,531,Man,1940-1949,RJ,Paulinho da Viola
almost,paulinho-da-viola,10,764,Man,1940-1949,RJ,Paulinho da Viola
break,paulinho-da-viola,4,614,Man,1940-1949,RJ,Paulinho da Viola
reason,paulinho-da-viola,24,1038,Man,1940-1949,RJ,Paulinho da Viola
King,paulinho-da-viola,6,998,Man,1940-1949,RJ,Paulinho da Viola
suddenly,paulinho-da-viola,4,1108,Man,1940-1949,RJ,Paulinho da Viola
River,paulinho-da-viola,25,758,Man,1940-1949,RJ,Paulinho da Viola
to laugh,paulinho-da-viola,4,839,Man,1940-1949,RJ,Paulinho da Viola
rotate,paulinho-da-viola,11,884,Man,1940-1949,RJ,Paulinho da Viola
to roll,paulinho-da-viola,11,626,Man,1940-1949,RJ,Paulinho da Viola
Rosar,paulinho-da-viola,8,725,Man,1940-1949,RJ,Paulinho da Viola
collapse,paulinho-da-viola,5,868,Man,1940-1949,RJ,Paulinho da Viola
to save,paulinho-da-viola,2,931,Man,1940-1949,RJ,Paulinho da Viola
samba,paulinho-da-viola,18,1269,Man,1940-1949,RJ,Paulinho da Viola
to samba,paulinho-da-viola,78,6306,Man,1940-1949,RJ,Paulinho da Viola
Holy,paulinho-da-viola,4,780,Man,1940-1949,RJ,Paulinho da Viola
miss,paulinho-da-viola,40,2670,Man,1940-1949,RJ,Paulinho da Viola
follow,paulinho-da-viola,5,771,Man,1940-1949,RJ,Paulinho da Viola
ever,paulinho-da-viola,34,3360,Man,1940-1949,RJ,Paulinho da Viola
Mr,paulinho-da-viola,21,1178,Man,1940-1949,RJ,Paulinho da Viola
to feel,paulinho-da-viola,32,3125,Man,1940-1949,RJ,Paulinho da Viola
remain,paulinho-da-viola,4,608,Man,1940-1949,RJ,Paulinho da Viola
to suffer,paulinho-da-viola,25,2090,Man,1940-1949,RJ,Paulinho da Viola
Sun,paulinho-da-viola,13,2154,Man,1940-1949,RJ,Paulinho da Viola
loneliness,paulinho-da-viola,15,878,Man,1940-1949,RJ,Paulinho da Viola
to dream,paulinho-da-viola,25,2462,Man,1940-1949,RJ,Paulinho da Viola
dream,paulinho-da-viola,16,1098,Man,1940-1949,RJ,Paulinho da Viola
to smile,paulinho-da-viola,13,1303,Man,1940-1949,RJ,Paulinho da Viola
smile,paulinho-da-viola,10,896,Man,1940-1949,RJ,Paulinho da Viola
to sweat,paulinho-da-viola,23,3445,Man,1940-1949,RJ,Paulinho da Viola
move up,paulinho-da-viola,3,519,Man,1940-1949,RJ,Paulinho da Viola
delay,paulinho-da-viola,4,608,Man,1940-1949,RJ,Paulinho da Viola
time,paulinho-da-viola,42,3470,Man,1940-1949,RJ,Paulinho da Viola
to try,paulinho-da-viola,10,1107,Man,1940-1949,RJ,Paulinho da Viola
Earth,paulinho-da-viola,3,1295,Man,1940-1949,RJ,Paulinho da Viola
touch,paulinho-da-viola,9,1207,Man,1940-1949,RJ,Paulinho da Viola
to take,paulinho-da-viola,7,897,Man,1940-1949,RJ,Paulinho da Viola
to work,paulinho-da-viola,5,743,Man,1940-1949,RJ,Paulinho da Viola
bring,paulinho-da-viola,18,1614,Man,1940-1949,RJ,Paulinho da Viola
sad,paulinho-da-viola,11,1063,Man,1940-1949,RJ,Paulinho da Viola
sadness,paulinho-da-viola,13,1071,Man,1940-1949,RJ,Paulinho da Viola
worth,paulinho-da-viola,4,1283,Man,1940-1949,RJ,Paulinho da Viola
old,paulinho-da-viola,16,1101,Man,1940-1949,RJ,Paulinho da Viola
blow,paulinho-da-viola,10,911,Man,1940-1949,RJ,Paulinho da Viola
to see,paulinho-da-viola,72,9632,Man,1940-1949,RJ,Paulinho da Viola
truth,paulinho-da-viola,8,1075,Man,1940-1949,RJ,Paulinho da Viola
life,paulinho-da-viola,58,6401,Man,1940-1949,RJ,Paulinho da Viola
turn,paulinho-da-viola,7,1109,Man,1940-1949,RJ,Paulinho da Viola
to live,paulinho-da-viola,68,4828,Man,1940-1949,RJ,Paulinho da Viola
fly,paulinho-da-viola,1,593,Man,1940-1949,RJ,Paulinho da Viola
come back,paulinho-da-viola,26,3429,Man,1940-1949,RJ,Paulinho da Viola
will,paulinho-da-viola,4,833,Man,1940-1949,RJ,Paulinho da Viola
voice,paulinho-da-viola,10,1099,Man,1940-1949,RJ,Paulinho da Viola
Water,paulinho-da-viola,12,1388,Man,1940-1949,RJ,Paulinho da Viola
to hug,paulo-cesar-pinheiro,3,742,Man,1940-1949,RJ,Paulo Cesar Pinheiro
Open,paulo-cesar-pinheiro,4,912,Man,1940-1949,RJ,Paulo Cesar Pinheiro
